Department_Name	Shift_Date	Shift_Type	Staff_Category	Staff_Subclass	Total_Assigned_Staff
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Morning	Doctor	Νευρολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Morning	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Morning	Doctor	Παιδίατρος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Morning	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Morning	Nurse	Head	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Morning	Nurse	Nurse	9
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Doctor	Γυναικολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Nurse	Assistant	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Nurse	Head	4
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-02	Evening	Nurse	Nurse	5
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Admin	Γραμματεία ΜΕΘ	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Doctor	Νευρολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Doctor	Παιδίατρος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Nurse	Head	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Morning	Nurse	Nurse	9
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Doctor	Γυναικολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Nurse	Assistant	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Nurse	Head	4
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-03	Evening	Nurse	Nurse	5
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Admin	Γραμματεία ΜΕΘ	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Doctor	Νευρολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Doctor	Παιδίατρος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Nurse	Head	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Morning	Nurse	Nurse	9
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Doctor	Γυναικολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Nurse	Assistant	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Nurse	Head	4
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-04	Evening	Nurse	Nurse	5
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Admin	Γραμματεία ΜΕΘ	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Doctor	Νευρολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Doctor	Παιδίατρος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Nurse	Head	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Morning	Nurse	Nurse	9
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Doctor	Γυναικολόγος	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Doctor	Παθολόγος	3
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Doctor	Χειρουργός	1
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Nurse	Assistant	2
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Nurse	Head	4
Μονάδα Εντατικής Θεραπείας (ΜΕΘ)	2026-01-05	Evening	Nurse	Nurse	5
Νευρολογικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-01	Morning	Admin	Υποδιευθυντής Διοικητικού	1
Νευρολογικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-01	Morning	Doctor	Χειρουργός	1
Νευρολογικό Τμήμα	2026-01-01	Morning	Doctor	Ψυχίατρος	1
Νευρολογικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	2
Νευρολογικό Τμήμα	2026-01-01	Morning	Nurse	Head	1
Νευρολογικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	7
Νευρολογικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-01	Evening	Doctor	Δερματολόγος	1
Νευρολογικό Τμήμα	2026-01-01	Evening	Doctor	Ορθοπεδικός	1
Νευρολογικό Τμήμα	2026-01-01	Evening	Doctor	Ουρολόγος	1
Νευρολογικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-01	Evening	Doctor	Παιδίατρος	1
Νευρολογικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	1
Νευρολογικό Τμήμα	2026-01-01	Evening	Nurse	Head	2
Νευρολογικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	10
Νευρολογικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-02	Morning	Admin	Υποδιευθυντής Διοικητικού	1
Νευρολογικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-02	Morning	Doctor	Χειρουργός	1
Νευρολογικό Τμήμα	2026-01-02	Morning	Doctor	Ψυχίατρος	1
Νευρολογικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	2
Νευρολογικό Τμήμα	2026-01-02	Morning	Nurse	Head	1
Νευρολογικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	7
Νευρολογικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-02	Evening	Doctor	Δερματολόγος	1
Νευρολογικό Τμήμα	2026-01-02	Evening	Doctor	Ορθοπεδικός	1
Νευρολογικό Τμήμα	2026-01-02	Evening	Doctor	Ουρολόγος	1
Νευρολογικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-02	Evening	Doctor	Παιδίατρος	1
Νευρολογικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	1
Νευρολογικό Τμήμα	2026-01-02	Evening	Nurse	Head	2
Νευρολογικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	10
Νευρολογικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-03	Morning	Admin	Υποδιευθυντής Διοικητικού	1
Νευρολογικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-03	Morning	Doctor	Χειρουργός	1
Νευρολογικό Τμήμα	2026-01-03	Morning	Doctor	Ψυχίατρος	1
Νευρολογικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	2
Νευρολογικό Τμήμα	2026-01-03	Morning	Nurse	Head	1
Νευρολογικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	7
Νευρολογικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-03	Evening	Doctor	Δερματολόγος	1
Νευρολογικό Τμήμα	2026-01-03	Evening	Doctor	Ορθοπεδικός	1
Νευρολογικό Τμήμα	2026-01-03	Evening	Doctor	Ουρολόγος	1
Νευρολογικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-03	Evening	Doctor	Παιδίατρος	1
Νευρολογικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	1
Νευρολογικό Τμήμα	2026-01-03	Evening	Nurse	Head	2
Νευρολογικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	10
Νευρολογικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-04	Morning	Admin	Υποδιευθυντής Διοικητικού	1
Νευρολογικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-04	Morning	Doctor	Χειρουργός	1
Νευρολογικό Τμήμα	2026-01-04	Morning	Doctor	Ψυχίατρος	1
Νευρολογικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	2
Νευρολογικό Τμήμα	2026-01-04	Morning	Nurse	Head	1
Νευρολογικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	7
Νευρολογικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-04	Evening	Doctor	Δερματολόγος	1
Νευρολογικό Τμήμα	2026-01-04	Evening	Doctor	Ορθοπεδικός	1
Νευρολογικό Τμήμα	2026-01-04	Evening	Doctor	Ουρολόγος	1
Νευρολογικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-04	Evening	Doctor	Παιδίατρος	1
Νευρολογικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	1
Νευρολογικό Τμήμα	2026-01-04	Evening	Nurse	Head	2
Νευρολογικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	10
Νευρολογικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-05	Morning	Admin	Υποδιευθυντής Διοικητικού	1
Νευρολογικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-05	Morning	Doctor	Χειρουργός	1
Νευρολογικό Τμήμα	2026-01-05	Morning	Doctor	Ψυχίατρος	1
Νευρολογικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	2
Νευρολογικό Τμήμα	2026-01-05	Morning	Nurse	Head	1
Νευρολογικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	7
Νευρολογικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Νευρολογικό Τμήμα	2026-01-05	Evening	Doctor	Δερματολόγος	1
Νευρολογικό Τμήμα	2026-01-05	Evening	Doctor	Ορθοπεδικός	1
Νευρολογικό Τμήμα	2026-01-05	Evening	Doctor	Ουρολόγος	1
Νευρολογικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Νευρολογικό Τμήμα	2026-01-05	Evening	Doctor	Παιδίατρος	1
Νευρολογικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	1
Νευρολογικό Τμήμα	2026-01-05	Evening	Nurse	Head	2
Νευρολογικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	10
Ορθοπεδικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-01	Morning	Doctor	Χειρουργός	1
Ορθοπεδικό Τμήμα	2026-01-01	Morning	Doctor	Ψυχίατρος	1
Ορθοπεδικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	5
Ορθοπεδικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	3
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Admin	Γραμματέας Τμήματος	1
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Doctor	Παιδίατρος	1
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	2
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Nurse	Head	2
Ορθοπεδικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	4
Ορθοπεδικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-02	Morning	Doctor	Χειρουργός	1
Ορθοπεδικό Τμήμα	2026-01-02	Morning	Doctor	Ψυχίατρος	1
Ορθοπεδικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	5
Ορθοπεδικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	3
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Admin	Γραμματέας Τμήματος	1
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Doctor	Παιδίατρος	1
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	2
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Nurse	Head	2
Ορθοπεδικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	4
Ορθοπεδικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-03	Morning	Doctor	Χειρουργός	1
Ορθοπεδικό Τμήμα	2026-01-03	Morning	Doctor	Ψυχίατρος	1
Ορθοπεδικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	5
Ορθοπεδικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	3
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Admin	Γραμματέας Τμήματος	1
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Doctor	Παιδίατρος	1
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	2
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Nurse	Head	2
Ορθοπεδικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	4
Ορθοπεδικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-04	Morning	Doctor	Χειρουργός	1
Ορθοπεδικό Τμήμα	2026-01-04	Morning	Doctor	Ψυχίατρος	1
Ορθοπεδικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	5
Ορθοπεδικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	3
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Admin	Γραμματέας Τμήματος	1
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Doctor	Παιδίατρος	1
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	2
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Nurse	Head	2
Ορθοπεδικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	4
Ορθοπεδικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-05	Morning	Doctor	Χειρουργός	1
Ορθοπεδικό Τμήμα	2026-01-05	Morning	Doctor	Ψυχίατρος	1
Ορθοπεδικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	5
Ορθοπεδικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	3
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Admin	Γραμματέας Τμήματος	1
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Doctor	Παιδίατρος	1
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	2
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Nurse	Head	2
Ορθοπεδικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	4
Ουρολογικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-01	Morning	Doctor	Δερματολόγος	1
Ουρολογικό Τμήμα	2026-01-01	Morning	Doctor	Ουρολόγος	2
Ουρολογικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-01	Morning	Doctor	Παιδίατρος	1
Ουρολογικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	1
Ουρολογικό Τμήμα	2026-01-01	Morning	Nurse	Head	3
Ουρολογικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	10
Ουρολογικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-01	Evening	Doctor	Ορθοπεδικός	1
Ουρολογικό Τμήμα	2026-01-01	Evening	Doctor	Ουρολόγος	1
Ουρολογικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-01	Evening	Doctor	Χειρουργός	1
Ουρολογικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	3
Ουρολογικό Τμήμα	2026-01-01	Evening	Nurse	Head	2
Ουρολογικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	5
Ουρολογικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-02	Morning	Doctor	Δερματολόγος	1
Ουρολογικό Τμήμα	2026-01-02	Morning	Doctor	Ουρολόγος	2
Ουρολογικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-02	Morning	Doctor	Παιδίατρος	1
Ουρολογικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	1
Ουρολογικό Τμήμα	2026-01-02	Morning	Nurse	Head	3
Ουρολογικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	10
Ουρολογικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-02	Evening	Doctor	Ορθοπεδικός	1
Ουρολογικό Τμήμα	2026-01-02	Evening	Doctor	Ουρολόγος	1
Ουρολογικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-02	Evening	Doctor	Χειρουργός	1
Ουρολογικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	3
Ουρολογικό Τμήμα	2026-01-02	Evening	Nurse	Head	2
Ουρολογικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	5
Ουρολογικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-03	Morning	Doctor	Δερματολόγος	1
Ουρολογικό Τμήμα	2026-01-03	Morning	Doctor	Ουρολόγος	2
Ουρολογικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-03	Morning	Doctor	Παιδίατρος	1
Ουρολογικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	1
Ουρολογικό Τμήμα	2026-01-03	Morning	Nurse	Head	3
Ουρολογικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	10
Ουρολογικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-03	Evening	Doctor	Ορθοπεδικός	1
Ουρολογικό Τμήμα	2026-01-03	Evening	Doctor	Ουρολόγος	1
Ουρολογικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-03	Evening	Doctor	Χειρουργός	1
Ουρολογικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	3
Ουρολογικό Τμήμα	2026-01-03	Evening	Nurse	Head	2
Ουρολογικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	5
Ουρολογικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-04	Morning	Doctor	Δερματολόγος	1
Ουρολογικό Τμήμα	2026-01-04	Morning	Doctor	Ουρολόγος	2
Ουρολογικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-04	Morning	Doctor	Παιδίατρος	1
Ουρολογικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	1
Ουρολογικό Τμήμα	2026-01-04	Morning	Nurse	Head	3
Ουρολογικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	10
Ουρολογικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-04	Evening	Doctor	Ορθοπεδικός	1
Ουρολογικό Τμήμα	2026-01-04	Evening	Doctor	Ουρολόγος	1
Ουρολογικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-04	Evening	Doctor	Χειρουργός	1
Ουρολογικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	3
Ουρολογικό Τμήμα	2026-01-04	Evening	Nurse	Head	2
Ουρολογικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	5
Ουρολογικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-05	Morning	Doctor	Δερματολόγος	1
Ουρολογικό Τμήμα	2026-01-05	Morning	Doctor	Ουρολόγος	2
Ουρολογικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-05	Morning	Doctor	Παιδίατρος	1
Ουρολογικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	1
Ουρολογικό Τμήμα	2026-01-05	Morning	Nurse	Head	3
Ουρολογικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	10
Ουρολογικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Ουρολογικό Τμήμα	2026-01-05	Evening	Doctor	Ορθοπεδικός	1
Ουρολογικό Τμήμα	2026-01-05	Evening	Doctor	Ουρολόγος	1
Ουρολογικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Ουρολογικό Τμήμα	2026-01-05	Evening	Doctor	Χειρουργός	1
Ουρολογικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	3
Ουρολογικό Τμήμα	2026-01-05	Evening	Nurse	Head	2
Ουρολογικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	5
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Doctor	Γυναικολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	4
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Doctor	Ψυχίατρος	1
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	5
Οφθαλμολογικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-01	Evening	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Οφθαλμολογικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-01	Evening	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	8
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Doctor	Γυναικολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	4
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Doctor	Ψυχίατρος	1
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	1
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Nurse	Head	2
Οφθαλμολογικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	5
Οφθαλμολογικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Οφθαλμολογικό Τμήμα	2026-01-02	Evening	Doctor	Δερματολόγος	1
Οφθαλμολογικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Οφθαλμολογικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	1
